id,sale_date,day_of_week,product_id,product_name,category,units_sold,is_weekend
158,2024-01-02,Tuesday,68,Fresh Onions,Produce,17,False
159,2024-01-02,Tuesday,69,Fresh Butter,Bakery,37,False
160,2024-01-02,Tuesday,70,Fresh Orange,Beverages,13,False
161,2024-01-02,Tuesday,71,Organic Milk,Beverages,4,False
162,2024-01-02,Tuesday,72,Organic Beef,Frozen,28,False
163,2024-01-02,Tuesday,73,Premium Cheese,Produce,13,False
164,2024-01-02,Tuesday,74,Classic Bagel,Bakery,32,False
165,2024-01-02,Tuesday,75,Premium Beef,Meat,30,False
166,2024-01-02,Tuesday,76,Fresh Rice,Frozen,45,False
167,2024-01-02,Tuesday,77,Premium Chicken,Frozen,31,False
168,2024-01-02,Tuesday,78,Organic Rice,Dairy,31,False
169,2024-01-02,Tuesday,79,Fresh Ice Cream,Meat,23,False
170,2024-01-02,Tuesday,80,Classic Rice,Beverages,29,False
171,2024-01-02,Tuesday,81,Organic Cheese,Beverages,12,False
172,2024-01-02,Tuesday,82,Fresh Grapes,Dairy,32,False
173,2024-01-02,Tuesday,83,Organic Lettuce,Produce,11,False
174,2024-01-02,Tuesday,84,Fresh Pasta,Meat,17,False
175,2024-01-02,Tuesday,85,Organic Peppers,Frozen,19,False
176,2024-01-02,Tuesday,86,Premium Chicken,Dairy,8,False
177,2024-01-02,Tuesday,87,Premium Bread,Frozen,18,False
178,2024-01-02,Tuesday,88,Organic Rice,Frozen,10,False
179,2024-01-02,Tuesday,89,Premium Butter,Bakery,18,False
180,2024-01-02,Tuesday,90,Fresh Rice,Beverages,32,False
181,2024-01-03,Wednesday,1,Fresh Grapes,Produce,30,False
182,2024-01-03,Wednesday,2,Fresh Milk,Beverages,29,False
183,2024-01-03,Wednesday,3,Organic Rice,Bakery,7,False
184,2024-01-03,Wednesday,4,Classic Juice,Bakery,17,False
185,2024-01-03,Wednesday,5,Fresh Milk,Produce,18,False
186,2024-01-03,Wednesday,6,Classic Rice,Bakery,48,False
187,2024-01-03,Wednesday,7,Fresh Beans,Dairy,14,False
188,2024-01-03,Wednesday,8,Premium Lettuce,Beverages,15,False
189,2024-01-03,Wednesday,9,Organic Turkey,Dairy,42,False
190,2024-01-03,Wednesday,10,Fresh Yogurt,Meat,8,False
191,2024-01-03,Wednesday,11,Classic Spinach,Meat,21,False
192,2024-01-03,Wednesday,12,Premium Pasta,Frozen,12,False
193,2024-01-03,Wednesday,13,Organic Ice Cream,Meat,8,False
194,2024-01-03,Wednesday,14,Organic Salmon,Dairy,27,False
195,2024-01-03,Wednesday,15,Classic Bagel,Beverages,6,False
196,2024-01-03,Wednesday,16,Fresh Rice,Frozen,19,False
197,2024-01-03,Wednesday,17,Fresh Bagel,Dairy,33,False
198,2024-01-03,Wednesday,18,Classic Tomato,Beverages,12,False
199,2024-01-03,Wednesday,19,Premium Carrots,Beverages,24,False
200,2024-01-03,Wednesday,20,Premium Turkey,Produce,17,False
201,2024-01-03,Wednesday,21,Premium Cheese,Produce,12,False
202,2024-01-03,Wednesday,22,Classic Cheddar,Meat,11,False
203,2024-01-03,Wednesday,23,Fresh Mango,Dairy,7,False
204,2024-01-03,Wednesday,24,Fresh Spinach,Produce,30,False
205,2024-01-03,Wednesday,25,Premium Cheese,Frozen,10,False
206,2024-01-03,Wednesday,26,Classic Onions,Beverages,24,False
207,2024-01-03,Wednesday,27,Classic Yogurt,Dairy,41,False
208,2024-01-03,Wednesday,28,Organic Bread,Bakery,42,False
209,2024-01-03,Wednesday,29,Premium Beef,Bakery,28,False
210,2024-01-03,Wednesday,30,Classic Carrots,Dairy,32,False
211,2024-01-03,Wednesday,31,Premium Beef,Frozen,39,False
212,2024-01-03,Wednesday,32,Premium Beans,Bakery,48,False
213,2024-01-03,Wednesday,33,Premium Rice,Bakery,7,False
214,2024-01-03,Wednesday,34,Classic Eggs,Frozen,18,False
215,2024-01-03,Wednesday,35,Premium Mango,Frozen,6,False
216,2024-01-03,Wednesday,36,Organic Chicken,Dairy,10,False
217,2024-01-03,Wednesday,37,Premium Butter,Dairy,17,False
218,2024-01-03,Wednesday,38,Fresh Pasta,Produce,23,False
219,2024-01-03,Wednesday,39,Organic Spinach,Bakery,11,False
220,2024-01-03,Wednesday,40,Classic Peppers,Beverages,6,False
221,2024-01-03,Wednesday,41,Premium Salmon,Meat,29,False
222,2024-01-03,Wednesday,42,Organic Cereal,Meat,20,False
223,2024-01-03,Wednesday,43,Premium Turkey,Produce,25,False
224,2024-01-03,Wednesday,44,Classic Beans,Frozen,12,False
225,2024-01-03,Wednesday,45,Premium Pasta,Produce,26,False
226,2024-01-03,Wednesday,46,Classic Fish,Dairy,26,False
227,2024-01-03,Wednesday,47,Organic Cream,Dairy,32,False
228,2024-01-03,Wednesday,48,Organic Bread,Dairy,31,False
229,2024-01-03,Wednesday,49,Classic Mango,Produce,17,False
230,2024-01-03,Wednesday,50,Fresh Turkey,Bakery,9,False
231,2024-01-03,Wednesday,51,Fresh Chicken,Beverages,35,False
232,2024-01-03,Wednesday,52,Fresh Eggs,Produce,25,False
233,2024-01-03,Wednesday,53,Premium Spinach,Meat,39,False
234,2024-01-03,Wednesday,54,Fresh Ice Cream,Bakery,7,False
235,2024-01-03,Wednesday,55,Classic Pasta,Dairy,16,False
236,2024-01-03,Wednesday,56,Organic Chicken,Frozen,23,False
237,2024-01-03,Wednesday,57,Organic Chicken,Produce,14,False
238,2024-01-03,Wednesday,58,Classic Orange,Beverages,39,False
239,2024-01-03,Wednesday,59,Organic Spinach,Bakery,12,False
240,2024-01-03,Wednesday,60,Organic Beef,Bakery,46,False
241,2024-01-03,Wednesday,61,Classic Fish,Dairy,22,False
242,2024-01-03,Wednesday,62,Classic Yogurt,Meat,29,False
243,2024-01-03,Wednesday,63,Classic Peppers,Beverages,20,False
244,2024-01-03,Wednesday,64,Classic Orange,Meat,13,False
245,2024-01-03,Wednesday,65,Fresh Orange,Meat,5,False
246,2024-01-03,Wednesday,66,Organic Beef,Beverages,15,False
247,2024-01-03,Wednesday,67,Organic Turkey,Produce,26,False
248,2024-01-03,Wednesday,68,Fresh Onions,Produce,14,False
249,2024-01-03,Wednesday,69,Fresh Butter,Bakery,31,False
250,2024-01-03,Wednesday,70,Fresh Orange,Beverages,16,False
251,2024-01-03,Wednesday,71,Organic Milk,Beverages,6,False
252,2024-01-03,Wednesday,72,Organic Beef,Frozen,45,False
253,2024-01-03,Wednesday,73,Premium Cheese,Produce,14,False
254,2024-01-03,Wednesday,74,Classic Bagel,Bakery,37,False
255,2024-01-03,Wednesday,75,Premium Beef,Meat,36,False
256,2024-01-03,Wednesday,76,Fresh Rice,Frozen,35,False
257,2024-01-03,Wednesday,77,Premium Chicken,Frozen,23,False
258,2024-01-03,Wednesday,78,Organic Rice,Dairy,26,False
259,2024-01-03,Wednesday,79,Fresh Ice Cream,Meat,24,False
260,2024-01-03,Wednesday,80,Classic Rice,Beverages,23,False
261,2024-01-03,Wednesday,81,Organic Cheese,Beverages,13,False
262,2024-01-03,Wednesday,82,Fresh Grapes,Dairy,31,False
263,2024-01-03,Wednesday,83,Organic Lettuce,Produce,10,False
264,2024-01-03,Wednesday,84,Fresh Pasta,Meat,15,False
265,2024-01-03,Wednesday,85,Organic Peppers,Frozen,20,False
266,2024-01-03,Wednesday,86,Premium Chicken,Dairy,12,False
267,2024-01-03,Wednesday,87,Premium Bread,Frozen,22,False
268,2024-01-03,Wednesday,88,Organic Rice,Frozen,9,False
269,2024-01-03,Wednesday,89,Premium Butter,Bakery,19,False
270,2024-01-03,Wednesday,90,Fresh Rice,Beverages,28,False
271,2024-01-04,Thursday,1,Fresh Grapes,Produce,26,False
272,2024-01-04,Thursday,2,Fresh Milk,Beverages,29,False
273,2024-01-04,Thursday,3,Organic Rice,Bakery,6,False
274,2024-01-04,Thursday,4,Classic Juice,Bakery,14,False
275,2024-01-04,Thursday,5,Fresh Milk,Produce,18,False
276,2024-01-04,Thursday,6,Classic Rice,Bakery,46,False
277,2024-01-04,Thursday,7,Fresh Beans,Dairy,10,False
278,2024-01-04,Thursday,8,Premium Lettuce,Beverages,18,False
279,2024-01-04,Thursday,9,Organic Turkey,Dairy,39,False
280,2024-01-04,Thursday,10,Fresh Yogurt,Meat,8,False
281,2024-01-04,Thursday,11,Classic Spinach,Meat,18,False
282,2024-01-04,Thursday,12,Premium Pasta,Frozen,10,False
283,2024-01-04,Thursday,13,Organic Ice Cream,Meat,5,False
284,2024-01-04,Thursday,14,Organic Salmon,Dairy,34,False
285,2024-01-04,Thursday,15,Classic Bagel,Beverages,10,False
286,2024-01-04,Thursday,16,Fresh Rice,Frozen,14,False
287,2024-01-04,Thursday,17,Fresh Bagel,Dairy,40,False
288,2024-01-04,Thursday,18,Classic Tomato,Beverages,8,False
289,2024-01-04,Thursday,19,Premium Carrots,Beverages,29,False
290,2024-01-04,Thursday,20,Premium Turkey,Produce,20,False
291,2024-01-04,Thursday,21,Premium Cheese,Produce,9,False
292,2024-01-04,Thursday,22,Classic Cheddar,Meat,9,False
293,2024-01-04,Thursday,23,Fresh Mango,Dairy,6,False
294,2024-01-04,Thursday,24,Fresh Spinach,Produce,26,False
295,2024-01-04,Thursday,25,Premium Cheese,Frozen,10,False
296,2024-01-04,Thursday,26,Classic Onions,Beverages,42,False
297,2024-01-04,Thursday,27,Classic Yogurt,Dairy,30,False
298,2024-01-04,Thursday,28,Organic Bread,Bakery,43,False
299,2024-01-04,Thursday,29,Premium Beef,Bakery,21,False
300,2024-01-04,Thursday,30,Classic Carrots,Dairy,29,False
301,2024-01-04,Thursday,31,Premium Beef,Frozen,41,False
302,2024-01-04,Thursday,32,Premium Beans,Bakery,26,False
303,2024-01-04,Thursday,33,Premium Rice,Bakery,9,False
304,2024-01-04,Thursday,34,Classic Eggs,Frozen,24,False
305,2024-01-04,Thursday,35,Premium Mango,Frozen,9,False
306,2024-01-04,Thursday,36,Organic Chicken,Dairy,6,False
307,2024-01-04,Thursday,37,Premium Butter,Dairy,21,False
308,2024-01-04,Thursday,38,Fresh Pasta,Produce,20,False
309,2024-01-04,Thursday,39,Organic Spinach,Bakery,15,False
310,2024-01-04,Thursday,40,Classic Peppers,Beverages,7,False
311,2024-01-04,Thursday,41,Premium Salmon,Meat,27,False
312,2024-01-04,Thursday,42,Organic Cereal,Meat,33,False
313,2024-01-04,Thursday,43,Premium Turkey,Produce,34,False
314,2024-01-04,Thursday,44,Classic Beans,Frozen,10,False
315,2024-01-04,Thursday,45,Premium Pasta,Produce,24,False
316,2024-01-04,Thursday,46,Classic Fish,Dairy,17,False
317,2024-01-04,Thursday,47,Organic Cream,Dairy,46,False
318,2024-01-04,Thursday,48,Organic Bread,Dairy,24,False
319,2024-01-04,Thursday,49,Classic Mango,Produce,10,False
320,2024-01-04,Thursday,50,Fresh Turkey,Bakery,8,False
321,2024-01-04,Thursday,51,Fresh Chicken,Beverages,32,False
322,2024-01-04,Thursday,52,Fresh Eggs,Produce,31,False
323,2024-01-04,Thursday,53,Premium Spinach,Meat,37,False
324,2024-01-04,Thursday,54,Fresh Ice Cream,Bakery,4,False
325,2024-01-04,Thursday,55,Classic Pasta,Dairy,14,False
326,2024-01-04,Thursday,56,Organic Chicken,Frozen,33,False
327,2024-01-04,Thursday,57,Organic Chicken,Produce,16,False
328,2024-01-04,Thursday,58,Classic Orange,Beverages,28,False
329,2024-01-04,Thursday,59,Organic Spinach,Bakery,13,False
330,2024-01-04,Thursday,60,Organic Beef,Bakery,29,False
331,2024-01-04,Thursday,61,Classic Fish,Dairy,20,False
332,2024-01-04,Thursday,62,Classic Yogurt,Meat,34,False
333,2024-01-04,Thursday,63,Classic Peppers,Beverages,25,False
334,2024-01-04,Thursday,64,Classic Orange,Meat,15,False
335,2024-01-04,Thursday,65,Fresh Orange,Meat,4,False
336,2024-01-04,Thursday,66,Organic Beef,Beverages,13,False
337,2024-01-04,Thursday,67,Organic Turkey,Produce,33,False
338,2024-01-04,Thursday,68,Fresh Onions,Produce,18,False
339,2024-01-04,Thursday,69,Fresh Butter,Bakery,28,False
340,2024-01-04,Thursday,70,Fresh Orange,Beverages,14,False
341,2024-01-04,Thursday,71,Organic Milk,Beverages,4,False
342,2024-01-04,Thursday,72,Organic Beef,Frozen,38,False
343,2024-01-04,Thursday,73,Premium Cheese,Produce,14,False
344,2024-01-04,Thursday,74,Classic Bagel,Bakery,28,False
345,2024-01-04,Thursday,75,Premium Beef,Meat,28,False
346,2024-01-04,Thursday,76,Fresh Rice,Frozen,29,False
347,2024-01-04,Thursday,77,Premium Chicken,Frozen,32,False
348,2024-01-04,Thursday,78,Organic Rice,Dairy,31,False
349,2024-01-04,Thursday,79,Fresh Ice Cream,Meat,28,False
350,2024-01-04,Thursday,80,Classic Rice,Beverages,33,False
351,2024-01-04,Thursday,81,Organic Cheese,Beverages,14,False
352,2024-01-04,Thursday,82,Fresh Grapes,Dairy,30,False
353,2024-01-04,Thursday,83,Organic Lettuce,Produce,13,False
354,2024-01-04,Thursday,84,Fresh Pasta,Meat,17,False
355,2024-01-04,Thursday,85,Organic Peppers,Frozen,25,False
356,2024-01-04,Thursday,86,Premium Chicken,Dairy,14,False
357,2024-01-04,Thursday,87,Premium Bread,Frozen,16,False
358,2024-01-04,Thursday,88,Organic Rice,Frozen,10,False
359,2024-01-04,Thursday,89,Premium Butter,Bakery,21,False
360,2024-01-04,Thursday,90,Fresh Rice,Beverages,42,False
361,2024-01-05,Friday,1,Fresh Grapes,Produce,29,False
362,2024-01-05,Friday,2,Fresh Milk,Beverages,29,False
363,2024-01-05,Friday,3,Organic Rice,Bakery,9,False
364,2024-01-05,Friday,4,Classic Juice,Bakery,11,False
365,2024-01-05,Friday,5,Fresh Milk,Produce,23,False
366,2024-01-05,Friday,6,Classic Rice,Bakery,48,False
367,2024-01-05,Friday,7,Fresh Beans,Dairy,11,False
368,2024-01-05,Friday,8,Premium Lettuce,Beverages,20,False
369,2024-01-05,Friday,9,Organic Turkey,Dairy,35,False
370,2024-01-05,Friday,10,Fresh Yogurt,Meat,6,False
371,2024-01-05,Friday,11,Classic Spinach,Meat,18,False
372,2024-01-05,Friday,12,Premium Pasta,Frozen,8,False
373,2024-01-05,Friday,13,Organic Ice Cream,Meat,6,False
374,2024-01-05,Friday,14,Organic Salmon,Dairy,28,False
375,2024-01-05,Friday,15,Classic Bagel,Beverages,8,False
376,2024-01-05,Friday,16,Fresh Rice,Frozen,18,False
377,2024-01-05,Friday,17,Fresh Bagel,Dairy,35,False
378,2024-01-05,Friday,18,Classic Tomato,Beverages,9,False
379,2024-01-05,Friday,19,Premium Carrots,Beverages,32,False
380,2024-01-05,Friday,20,Premium Turkey,Produce,14,False
381,2024-01-05,Friday,21,Premium Cheese,Produce,12,False
382,2024-01-05,Friday,22,Classic Cheddar,Meat,14,False
383,2024-01-05,Friday,23,Fresh Mango,Dairy,6,False
384,2024-01-05,Friday,24,Fresh Spinach,Produce,31,False
385,2024-01-05,Friday,25,Premium Cheese,Frozen,15,False
386,2024-01-05,Friday,26,Classic Onions,Beverages,41,False
387,2024-01-05,Friday,27,Classic Yogurt,Dairy,35,False
388,2024-01-05,Friday,28,Organic Bread,Bakery,35,False
389,2024-01-05,Friday,29,Premium Beef,Bakery,23,False
390,2024-01-05,Friday,30,Classic Carrots,Dairy,24,False
391,2024-01-05,Friday,31,Premium Beef,Frozen,28,False
392,2024-01-05,Friday,32,Premium Beans,Bakery,28,False
393,2024-01-05,Friday,33,Premium Rice,Bakery,10,False
394,2024-01-05,Friday,34,Classic Eggs,Frozen,19,False
395,2024-01-05,Friday,35,Premium Mango,Frozen,9,False
396,2024-01-05,Friday,36,Organic Chicken,Dairy,10,False
397,2024-01-05,Friday,37,Premium Butter,Dairy,21,False
398,2024-01-05,Friday,38,Fresh Pasta,Produce,17,False
399,2024-01-05,Friday,39,Organic Spinach,Bakery,12,False
400,2024-01-05,Friday,40,Classic Peppers,Beverages,4,False
401,2024-01-05,Friday,41,Premium Salmon,Meat,29,False
402,2024-01-05,Friday,42,Organic Cereal,Meat,31,False
403,2024-01-05,Friday,43,Premium Turkey,Produce,29,False
404,2024-01-05,Friday,44,Classic Beans,Frozen,14,False
405,2024-01-05,Friday,45,Premium Pasta,Produce,20,False
406,2024-01-05,Friday,46,Classic Fish,Dairy,24,False
407,2024-01-05,Friday,47,Organic Cream,Dairy,36,False
408,2024-01-05,Friday,48,Organic Bread,Dairy,29,False
409,2024-01-05,Friday,49,Classic Mango,Produce,12,False
410,2024-01-05,Friday,50,Fresh Turkey,Bakery,7,False
411,2024-01-05,Friday,51,Fresh Chicken,Beverages,42,False
412,2024-01-05,Friday,52,Fresh Eggs,Produce,32,False
413,2024-01-05,Friday,53,Premium Spinach,Meat,34,False
414,2024-01-05,Friday,54,Fresh Ice Cream,Bakery,6,False
415,2024-01-05,Friday,55,Classic Pasta,Dairy,18,False
416,2024-01-05,Friday,56,Organic Chicken,Frozen,36,False
417,2024-01-05,Friday,57,Organic Chicken,Produce,11,False
418,2024-01-05,Friday,58,Classic Orange,Beverages,37,False
419,2024-01-05,Friday,59,Organic Spinach,Bakery,16,False
420,2024-01-05,Friday,60,Organic Beef,Bakery,38,False
421,2024-01-05,Friday,61,Classic Fish,Dairy,18,False
422,2024-01-05,Friday,62,Classic Yogurt,Meat,24,False
423,2024-01-05,Friday,63,Classic Peppers,Beverages,21,False
424,2024-01-05,Friday,64,Classic Orange,Meat,13,False
425,2024-01-05,Friday,65,Fresh Orange,Meat,5,False
426,2024-01-05,Friday,66,Organic Beef,Beverages,9,False
